,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Electrolyzer Skids,,,,,GLS Skid,,,,,,,,,,Utility,,,,,,,,,,,,,,
25.5,9:02 AM,7809,576,4497.984,83.5794375,86.69086125,73.8181875,31.32,94.64004499,30.9,30.6,0.3,0.55,1.05,15.2,88.19576471,1.9,,917.2359529,,,,,,,,,,,,
25.75,9:03 AM,7866,544,4279.104,85.68771375,90.70228875,74.1750625,31.93,88.84814398,21.63,20.58,1.05,0.53,1.03,15.9,83.904,2.5,,830.6496,,,,,,,,,,,,
24.25,9:04 AM,7906,568,4490.608,84.2861875,91.01198625,74.4036875,31.04,99.76252968,34,35.02,1.02,0.52,1.02,15.6,88.05113725,4.9,,854.0960314,,,,,,,,,,,,
24.25,9:05 AM,7835,508,3980.18,82.07209063,86.87102813,73.95328125,30.26,90.77177853,45.08,46.46,1.38,0.54,1.04,15.7,78.0427451,3.9,,780.427451,,,,,,,,,,,,
25.5,9:06 AM,7961,602,4792.522,83.86283813,87.89185125,74.7586875,31.62,81.99000125,25.74,26.52,0.78,0.51,1.01,15.9,93.97101961,4.2,,939.7101961,,,,,,,,,,,,
24.5,9:07 AM,8000,577,4616,84.15,90.9,75,31.27,82.99962505,31.31,31.62,0.31,0.5,1,15.4,90.50980392,1.4,,923.2,,,,,,,,,,,,
25.25,9:08 AM,7862,602,4732.924,83.12961938,87.99423188,74.1418125,31.27,93.7567804,30.07,30.07,0,0.53,1.03,15.4,92.80243137,2.1,,928.0243137,,,,,,,,,,,,
24.5,9:09 AM,7845,620,4863.9,82.98953438,90.50555625,74.0215625,31.59,82.94150731,25.22,26,0.78,0.54,1.04,15,95.37058824,5,,963.2429412,,,,,,,,,,,,
25,9:10 AM,7997,611,4886.167,84.9775,89.07586875,74.98125,31.81,89.99500062,23.69,23.69,0,0.5,1,15.1,95.80719608,3,,958.0719608,,,,,,,,,,,,
24.75,9:11 AM,7852,538,4224.376,83.04652125,90.5687325,74.070375,30.21,92.75790526,47.94,46.06,1.88,0.54,1.04,15.1,82.83090196,4.5,,786.8935686,,,,,,,,,,,,
24.5,9:12 AM,7802,512,3994.624,83.502625,88.378875,73.750125,31.69,95.60204974,25,24.5,0.5,0.55,1.05,15.9,78.32596078,1.6,,806.7573961,,,,,,,,,,,,
25.25,9:13 AM,7997,518,4142.446,84.97759375,91.77523313,74.98134375,31.34,99.99000125,30.6,30.6,0,0.5,1,15.9,81.22443137,3.3,,795.9994275,,,,,,,,,,,,
25.25,9:14 AM,7921,577,4570.417,82.72176938,88.46698781,74.50871875,31.81,82.97000375,23,22.77,0.23,0.52,1.02,15.9,89.61601961,4.2,,905.121798,,,,,,,,,,,,
25.75,9:15 AM,7863,606,4764.978,83.98534375,88.01072156,74.15659375,30.37,93.75853018,45.32,45.32,0,0.53,1.03,15.6,93.43094118,4.9,,924.9663176,,,,,,,,,,,,
25.75,9:16 AM,7995,581,4645.095,86.66222813,89.95984375,74.96921875,30.94,87.99400075,36,34.92,1.08,0.5,1,15.5,91.08029412,4.7,,919.9109706,,,,,,,,,,,,
25.25,9:17 AM,7933,596,4728.068,85.34458969,89.45771875,74.58334375,30.05,97.84701912,48.02,49.49,1.47,0.52,1.02,15.3,92.70721569,1.9,,880.718549,,,,,,,,,,,,
24.75,9:18 AM,7801,521,4064.321,85.17130688,89.26067531,73.75003125,30.92,96.57505312,34.92,35.28,0.36,0.55,1.05,15.3,79.69256863,4.5,,796.9256863,,,,,,,,,,,,
24.5,9:19 AM,7966,515,4102.49,83.89544625,91.5160575,74.785375,30.47,82.98687664,41.71,43.43,1.72,0.51,1.01,15.1,80.44098039,4.8,,820.498,,,,,,,,,,,,
24.75,9:20 AM,7958,566,4504.228,86.37736125,89.6574375,74.7361875,31.26,83.97850269,30.38,30.38,0,0.51,1.01,15.7,88.31819608,2.2,,839.0228627,,,,,,,,,,,,
25.5,9:21 AM,7847,545,4276.615,85.53930375,89.65410188,74.0533125,30.74,97.65354331,39.78,39.78,0,0.54,1.04,15.2,83.85519608,2.3,,821.7809216,,,,,,,,,,,,
25.5,9:22 AM,7963,570,4538.91,84.7248125,91.49572125,74.7710625,30.32,89.95250594,44.55,44.1,0.45,0.51,1.01,15.8,88.99823529,1.8,,889.9823529,,,,,,,,,,,,
25.5,9:23 AM,7848,590,4630.32,82.19211,86.99901,74.0595,30.03,81.96175478,51.5,48.5,3,0.54,1.04,15.4,90.79058824,4.1,,935.1430588,,,,,,,,,,,,
24.25,9:24 AM,7988,557,4449.316,84.908875,90.80038875,74.923875,30.83,85.99025122,37.24,37.62,0.38,0.5,1,15.2,87.2414902,1.7,,837.5183059,,,,,,,,,,,,
25.25,9:25 AM,7834,511,4003.174,84.59778938,89.54300188,73.9676875,30.16,94.68691414,48.48,46.56,1.92,0.54,1.04,15.4,78.49360784,1.5,,792.7854392,,,,,,,,,,,,
25.5,9:26 AM,7883,549,4327.767,82.44721625,89.94725438,74.2760625,30.07,93.79352581,49.98,49.98,0,0.53,1.03,15.2,84.85817647,1.1,,823.1243118,,,,,,,,,,,,
25.25,9:27 AM,7808,518,4044.544,83.566,86.67708,73.806,31.43,84.87939008,29.58,28.42,1.16,0.55,1.05,15.3,79.30478431,3.6,,824.7697569,,,,,,,,,,,,
25.25,9:28 AM,7912,505,3995.56,86.029605,91.073505,74.45275,30.02,81.97775278,51,49,2,0.52,1.02,16,78.34431373,3.4,,767.7742745,,,,,,,,,,,,
25,9:29 AM,7833,526,4120.158,85.42245,87.75669375,73.95625,30.94,87.832021,36,34.92,1.08,0.54,1.04,15.8,80.78741176,1.8,,815.9528588,,,,,,,,,,,,
24.25,9:30 AM,7919,516,4086.204,85.22875531,88.44093844,74.48615625,30.83,96.82577178,38.76,36.86,1.9,0.52,1.02,15.6,80.12164706,4.6,,817.2408,,,,,,,,,,,,
25,9:31 AM,7947,640,5086.08,83.756475,89.569375,74.66875,31.76,89.93250844,24.24,24,0.24,0.51,1.01,15.6,99.72705882,2.5,,997.2705882,,,,,,,,,,,,
24.5,9:32 AM,7908,511,4040.988,83.4612075,88.3542825,74.41925,30.47,99.76752906,41.71,42.57,0.86,0.52,1.02,16,79.23505882,1.9,,752.7330588,,,,,,,,,,,,
24.25,9:33 AM,7954,563,4478.102,85.49719438,91.41437625,74.7081875,31.07,88.94713161,35.02,34.34,0.68,0.51,1.01,15.3,87.80592157,1.9,,921.9621765,,,,,,,,,,,,
25.75,9:34 AM,7837,602,4717.874,82.11692563,88.69090625,73.99653125,30,91.75403075,51.5,50.5,1,0.54,1.04,15.7,92.50733333,2.5,,943.5748,,,,,,,,,,,,
25.75,9:35 AM,7986,523,4176.678,83.19838625,88.08981125,74.9138125,30.2,95.97000375,47,47,0,0.5,1,15.2,81.89564706,3.1,,827.1460353,,,,,,,,,,,,
25.25,9:36 AM,7975,536,4274.6,86.50954688,90.69563281,74.84453125,31.58,85.98050244,25.48,25.22,0.26,0.51,1.01,15.4,83.81568627,3.5,,796.2490196,,,,,,,,,,,,
24.75,9:37 AM,7911,501,3963.411,82.64312438,87.48861188,74.44096875,31.16,85.93250844,33,33.99,0.99,0.52,1.02,15.5,77.71394118,1.5,,769.3680176,,,,,,,,,,,,
25.75,9:38 AM,7894,542,4278.548,85.89923625,89.1486875,74.3474375,30.38,86.9063867,44.88,45.32,0.44,0.53,1.03,15.7,83.89309804,1.2,,813.763051,,,,,,,,,,,,
24.75,9:39 AM,7894,619,4886.386,85.04370438,89.1354375,74.3341875,30.23,97.75928009,47,47.94,0.94,0.53,1.03,15.6,95.8114902,1.1,,919.7903059,,,,,,,,,,,,
24.5,9:40 AM,7992,531,4243.752,86.63829,88.13581,74.9495,31.17,89.98875141,32.32,32.64,0.32,0.5,1,16,83.21082353,1.3,,873.7136471,,,,,,,,,,,,
24.5,9:41 AM,7822,529,4137.838,85.3269525,86.7717725,73.876375,30.23,96.61967254,48.41,47.47,0.94,0.54,1.04,15.1,81.13407843,3.5,,803.2273765,,,,,,,,,,,,
25.5,9:42 AM,7960,515,4099.4,85.549525,88.780725,74.7525,31.72,85.96925384,24.48,23.76,0.72,0.51,1.01,15.1,80.38039216,1.6,,819.88,,,,,,,,,,,,
24.75,9:43 AM,7946,502,3988.892,86.28517875,87.76837125,74.6608125,31.12,86.95188101,32.34,33.66,1.32,0.51,1.01,15,78.21356863,3.5,,758.6716157,,,,,,,,,,,,
24.5,9:44 AM,7936,516,4094.976,84.516,91.26552,74.596,31.53,94.87814023,27.54,26.46,1.08,0.52,1.02,15.8,80.29364706,4,,810.9658353,,,,,,,,,,,,
25.25,9:45 AM,7828,523,4094.044,85.3896825,89.49395375,73.930375,31.77,92.71891014,23.23,23,0.23,0.54,1.04,15.5,80.27537255,1.8,,762.6160392,,,,,,,,,,,,
24.75,9:46 AM,7953,557,4429.821,85.49249156,90.51282281,74.70478125,31.08,80.99400075,35.02,33.32,1.7,0.51,1.01,15.8,86.85923529,3.8,,851.2205059,,,,,,,,,,,,
24.25,9:47 AM,7975,566,4513.85,85.65825781,87.99864063,74.84140625,31.79,82.99025122,23.46,22.54,0.92,0.51,1.01,15,88.50686275,2.5,,911.6206863,,,,,,,,,,,,
25.75,9:48 AM,7818,609,4761.162,85.32510375,88.5383125,73.8795625,30.29,97.58830146,46,47.38,1.38,0.55,1.05,15.5,93.35611765,2.8,,980.2392353,,,,,,,,,,,,
25.25,9:49 AM,7923,557,4413.111,84.42490625,91.16431688,74.52115625,31.83,88.91226097,23,22.77,0.23,0.52,1.02,15.6,86.53158824,2.9,,856.6627235,,,,,,,,,,,,
24.5,9:50 AM,7817,609,4760.553,83.6160625,87.61667063,73.8448125,31.84,95.63204599,22.44,21.34,1.1,0.55,1.05,15.5,93.34417647,4.1,,914.7729294,,,,,,,,,,,,
25.75,9:51 AM,7906,518,4095.308,84.3038125,91.02996375,74.4213125,31.97,92.84564429,19.4,19.8,0.4,0.52,1.02,15.7,80.30015686,1.9,,819.0616,,,,,,,,,,,,
25.25,9:52 AM,7995,631,5044.845,84.96265625,89.95953125,74.96890625,30.37,98.98575178,44.88,44.88,0,0.5,1,15.8,98.91852941,4.3,,1008.969,,,,,,,,,,,,
25.5,9:53 AM,7948,561,4458.828,85.4593825,88.6849425,74.67825,30.91,90.92713411,35.64,36,0.36,0.51,1.01,15.8,87.428,3.5,,830.566,,,,,,,,,,,,
25.75,9:54 AM,7957,536,4264.952,83.83471594,89.65465625,74.73528125,31.14,82.98350206,32.01,32.67,0.66,0.51,1.01,15.5,83.6265098,4.7,,819.5397961,,,,,,,,,,,,
25.25,9:55 AM,7820,542,4238.44,85.3287375,88.543125,73.880625,32,85.86426697,19.8,20,0.2,0.55,1.05,15.7,83.10666667,2.6,,864.3093333,,,,,,,,,,,,
25.25,9:56 AM,7957,595,4734.415,86.37242063,90.54848844,74.73259375,31.35,98.89551306,29.4,30.9,1.5,0.51,1.01,15.4,92.83166667,1.9,,956.1661667,,,,,,,,,,,,
24.75,9:57 AM,7899,542,4281.258,85.92413063,90.95974313,74.36559375,30.08,80.98725159,47.53,50.47,2.94,0.53,1.03,15.5,83.94623529,1.1,,822.6731059,,,,,,,,,,,,
24.75,9:58 AM,7819,511,3995.509,81.96410688,86.75324438,73.86309375,30.52,89.77252843,42.84,42.84,0,0.55,1.05,15.6,78.34331373,4.3,,791.2674686,,,,,,,,,,,,
24.25,9:59 AM,7925,562,4453.85,86.11907813,87.59592188,74.52421875,30.07,97.82902137,49.49,48.51,0.98,0.52,1.02,15.9,87.33039216,1.5,,829.6387255,,,,,,,,,,,,
25.75,10:00 AM,7962,632,5031.984,83.02419125,90.59176063,74.7660625,30.5,91.94150731,42.14,43.86,1.72,0.51,1.01,15,98.66635294,4,,947.1969882,,,,,,,,,,,,
24.75,10:01 AM,7993,627,5011.611,86.64622688,88.14404813,74.95603125,31.47,89.99000125,28.84,28,0.84,0.5,1,15.9,98.26688235,2.4,,1002.3222,,,,,,,,,,,,
24.75,10:02 AM,7893,536,4230.648,85.03609781,90.01855406,74.32790625,31.53,85.91901012,26.46,27.81,1.35,0.53,1.03,15.1,82.95388235,3.3,,796.3572706,,,,,,,,,,,,
25,10:03 AM,7916,529,4187.564,82.6826,87.53115,74.475,31.64,94.84064492,24.5,24.75,0.25,0.52,1.02,15.2,82.10909804,2.6,,788.2473412,,,,,,,,,,,,
25.75,10:04 AM,7850,564,4427.4,83.8890625,88.7953125,74.0765625,30.79,92.75465567,36.86,38.76,1.9,0.54,1.04,15.1,86.81176471,1.2,,902.8423529,,,,,,,,,,,,
25.5,10:05 AM,7827,524,4101.348,84.55044563,87.71913563,73.9295625,31.04,80.97825272,34,32.98,1.02,0.54,1.04,15.4,80.41858824,1.2,,796.1440235,,,,,,,,,,,,
24.5,10:06 AM,7844,612,4800.528,84.6584525,89.6099775,74.01525,31.54,92.74490689,26.46,26.73,0.27,0.54,1.04,15.1,94.128,4.9,,950.6928,,,,,,,,,,,,
24.75,10:07 AM,7887,527,4156.449,84.14896875,89.96912719,74.29021875,30.98,80.98575178,35,35.7,0.7,0.53,1.03,15,81.499,3.2,,831.2898,,,,,,,,,,,,
24.75,10:08 AM,7989,639,5104.971,86.61549938,91.70848688,74.93090625,30.72,92.98050244,39,39.78,0.78,0.5,1,15,100.0974706,3.2,,1041.013694,,,,,,,,,,,,
24.5,10:09 AM,7939,517,4104.463,83.69330063,87.71055125,74.6149375,30.19,97.86051744,48.41,47.47,0.94,0.52,1.02,15.8,80.47966667,4,,828.9405667,,,,,,,,,,,,
25,10:10 AM,7993,564,4508.052,85.796975,89.04369375,74.95625,31.55,83.9960005,27.54,27.81,0.27,0.5,1,15.8,88.39317647,4.5,,883.9317647,,,,,,,,,,,,
25.5,10:11 AM,7838,557,4365.766,85.4710275,86.9199975,73.997625,30.68,87.83702037,40.4,40.4,0,0.54,1.04,15.4,85.6032549,2.3,,821.7912471,,,,,,,,,,,,
24.75,10:12 AM,7999,588,4703.412,86.69231813,90.81919748,74.99371875,30.55,90.99725034,42.84,40.74,2.1,0.5,1,15,92.22376471,1.7,,913.0152706,,,,,,,,,,,,
24.75,10:13 AM,7852,549,4310.748,83.885375,87.90494625,74.070375,30.35,92.75790526,45.45,46.35,0.9,0.54,1.04,15.5,84.52447059,2.5,,828.3398118,,,,,,,,,,,,
24.25,10:14 AM,7920,516,4086.72,83.548575,90.235925,74.4925,31.5,88.90888639,28,28.28,0.28,0.52,1.02,15.7,80.13176471,2,,761.2517647,,,,,,,,,,,,
25.75,10:15 AM,7922,582,4610.604,83.57808938,89.3735625,74.5198125,31.76,94.85189351,24.48,24.72,0.24,0.52,1.02,15.3,90.404,1.4,,949.242,,,,,,,,,,,,
25.25,10:16 AM,7889,571,4504.619,85.01267844,89.99260969,74.30971875,30.98,82.95800525,35,33.95,1.05,0.53,1.03,15.8,88.32586275,4.5,,892.0912137,,,,,,,,,,,,
25.25,10:17 AM,7846,602,4723.292,84.68831063,89.64109813,74.0423125,30.54,83.92250969,42.84,40.74,2.1,0.54,1.04,15.1,92.61356863,3.6,,944.6584,,,,,,,,,,,,
25.5,10:18 AM,7809,578,4513.602,85.25102625,90.22926375,73.8181875,30.4,83.904012,43.56,44.44,0.88,0.55,1.05,15.7,88.502,2.3,,929.271,,,,,,,,,,,,
24.25,10:19 AM,7924,631,5000.044,82.7344175,90.26912875,74.517875,31.47,81.98075241,28,27.44,0.56,0.52,1.02,15.4,98.04007843,1.7,,931.3807451,,,,,,,,,,,,
24.25,10:20 AM,7840,589,4617.76,83.785,86.9113,73.985,31.4,90.77865267,29.87,29,0.87,0.54,1.04,16,90.54431373,2.6,,923.552,,,,,,,,,,,,
25,10:21 AM,7873,571,4495.483,85.72845,89.85780625,74.20625,31.23,92.792026,32.96,31.68,1.28,0.53,1.03,15.4,88.14672549,3.5,,855.0232373,,,,,,,,,,,,
25.25,10:22 AM,7994,575,4596.55,84.10563563,91.75046625,74.9626875,31.3,92.98862642,31.62,31.31,0.31,0.5,1,15.4,90.12843137,2,,892.2714706,,,,,,,,,,,,
25.75,10:23 AM,7859,563,4424.617,84.79527594,87.97891781,74.13196875,31.83,92.76927884,22.54,23.23,0.69,0.54,1.04,15.2,86.75719608,1,,850.2205216,,,,,,,,,,,,
25.25,10:24 AM,7883,511,4028.213,82.44363313,88.16250094,74.27240625,30.26,98.71978503,46.46,46.46,0,0.53,1.03,16,78.98456863,4.7,,750.353402,,,,,,,,,,,,
24.5,10:25 AM,7981,510,4070.31,84.00774938,89.8444375,74.8800625,31.15,84.98750156,32.34,33.66,1.32,0.5,1,16,79.81,2,,782.138,,,,,,,,,,,,
24.75,10:26 AM,7851,529,4153.179,83.03906531,88.78471875,74.06409375,31.28,90.79377578,30.69,31,0.31,0.54,1.04,15.5,81.43488235,1.3,,781.7748706,,,,,,,,,,,,
25,10:27 AM,7828,539,4219.292,82.8729,89.488525,73.925,31.57,92.71891014,25.48,26.78,1.3,0.54,1.04,15,82.73121569,1.1,,835.5852784,,,,,,,,,,,,
25,10:28 AM,7917,521,4124.757,83.533725,89.325625,74.48125,31,90.88451444,33.95,34.65,0.7,0.52,1.02,15.9,80.87758824,2.4,,816.8636412,,,,,,,,,,,,
25.25,10:29 AM,7853,553,4342.709,84.74111469,87.92211656,74.08584375,30.93,94.72253468,34.92,37.08,2.16,0.54,1.04,16,85.15115686,1.4,,817.4511059,,,,,,,,,,,,
24.5,10:30 AM,7819,620,4847.78,83.6311875,90.28842375,73.8574375,31.74,91.72703412,23.52,24.48,0.96,0.55,1.05,15.9,95.0545098,2.9,,960.050549,,,,,,,,,,,,
24.25,10:31 AM,7841,626,4908.466,85.46844563,89.58015094,73.99134375,31.94,83.92001,20.37,21,0.63,0.54,1.04,15.7,96.24443137,3.9,,943.1954275,,,,,,,,,,,,
25.25,10:32 AM,7986,626,4999.236,83.19752875,89.8866875,74.9129375,30.3,89.98125234,45.54,44.62,0.92,0.5,1,15.1,98.02423529,3.7,,999.8472,,,,,,,,,,,,
25.5,10:33 AM,7922,616,4879.952,84.419875,88.47741375,74.517375,31.69,83.96050494,25.75,25.5,0.25,0.52,1.02,15.7,95.68533333,2.5,,909.0106667,,,,,,,,,,,,
25.75,10:34 AM,7877,535,4214.195,85.77081188,89.01215625,74.24278125,30.01,91.81402325,48.5,49.5,1,0.53,1.03,15.7,82.63127451,1.4,,826.3127451,,,,,,,,,,,,
24.75,10:35 AM,7997,591,4726.227,84.97740625,90.87528656,74.98115625,30.5,92.99350081,44.29,44.29,0,0.5,1,15.8,92.67111765,4.4,,973.0467353,,,,,,,,,,,,
25,10:36 AM,7875,503,3961.125,84.903125,89.87421875,74.21875,31.94,91.81102362,20.79,20.79,0,0.53,1.03,15,77.66911765,2.4,,761.1573529,,,,,,,,,,,,
25.25,10:37 AM,7883,518,4083.394,85.80867938,87.27197063,74.27240625,31.46,99.70503687,27.72,28.28,0.56,0.53,1.03,15.4,80.06654902,3.5,,776.6455255,,,,,,,,,,,,
25.5,10:38 AM,7928,529,4193.912,84.4645,87.63111,74.5545,31.54,82.97262842,26.46,27,0.54,0.52,1.02,15.9,82.23356863,1.5,,822.3356863,,,,,,,,,,,,
24.75,10:39 AM,7909,509,4025.681,82.62836313,90.15035906,74.42840625,31.67,99.77002875,25.5,24.75,0.75,0.52,1.02,15.8,78.93492157,5,,781.4557235,,,,,,,,,,,,
25,10:40 AM,7966,637,5074.342,83.0501,89.72375,74.7875,31.31,91.94750656,30.6,29.7,0.9,0.51,1.01,15.1,99.49690196,1.2,,965.119949,,,,,,,,,,,,
25,10:41 AM,7989,619,4945.191,84.068325,88.1124125,74.93125,30.1,93.97900262,48.02,49.98,1.96,0.5,1,15.4,96.96452941,2.9,,959.9488412,,,,,,,,,,,,
25.5,10:42 AM,7961,554,4410.394,85.55703688,89.6855625,74.7586875,31.99,94.92500937,20.4,20.4,0,0.51,1.01,15.6,86.47831373,2.4,,847.4874745,,,,,,,,,,,,
25.25,10:43 AM,7976,638,5088.688,84.82075,88.9076925,74.85075,31.14,86.97812773,33.66,32.34,1.32,0.51,1.01,15.1,99.77819608,1.7,,1037.693239,,,,,,,,,,,,
24.5,10:44 AM,7995,631,5044.845,84.11256563,89.9590625,74.9684375,31,82.99775028,35.7,35.7,0,0.5,1,15.6,98.91852941,4,,999.0771471,,,,,,,,,,,,
25.5,10:45 AM,7886,506,3990.316,85.8351675,87.2992575,74.294625,30.26,93.79877515,46,45.54,0.46,0.53,1.03,15.8,78.2414902,2.4,,813.711498,,,,,,,,,,,,
25.5,10:46 AM,7881,572,4507.932,84.95608688,90.82137375,74.2636875,31.48,80.98500187,28.84,28.84,0,0.53,1.03,15.8,88.39082353,2.3,,857.3909882,,,,,,,,,,,,
24.5,10:47 AM,7818,614,4800.252,85.2960975,87.62477625,73.851125,31.71,84.8856393,23.76,24.24,0.48,0.55,1.05,15.6,94.12258824,1.6,,988.2871765,,,,,,,,,,,,
25,10:48 AM,7918,542,4291.556,84.385,89.33375,74.4875,31.33,98.80289964,29.4,30.3,0.9,0.52,1.02,15.8,84.14815686,4.8,,841.4815686,,,,,,,,,,,,
25.25,10:49 AM,7859,528,4149.552,83.94690625,87.97019344,74.12315625,30.22,90.8047744,46.06,46.06,0,0.54,1.04,15.8,81.36376471,3.9,,838.0467765,,,,,,,,,,,,
24.25,10:50 AM,7913,521,4122.673,84.33934375,88.39211906,74.44809375,30.89,90.87901512,38.11,38.11,0,0.52,1.02,15.2,80.83672549,3.5,,832.6182725,,,,,,,,,,,,
25.25,10:51 AM,7845,515,4040.175,85.51919063,87.85801406,74.03609375,31.56,98.62954631,26.46,26.19,0.27,0.54,1.04,15.2,79.21911765,1.3,,784.2692647,,,,,,,,,,,,
25.25,10:52 AM,7834,591,4629.894,85.43539125,89.54300188,73.9676875,31.69,91.74953131,24.75,25.25,0.5,0.54,1.04,15.1,90.78223529,2.8,,871.5094588,,,,,,,,,,,,
24.75,10:53 AM,7840,506,3967.04,85.4709,87.80805,73.995,30.64,91.75853018,39.2,39.2,0,0.54,1.04,15.9,77.78509804,4.1,,777.8509804,,,,,,,,,,,,
24.5,10:54 AM,7858,582,4573.356,83.08686375,88.837375,74.103625,31.83,87.85701787,22.31,23.23,0.92,0.54,1.04,15.2,89.67364706,1.1,,887.7691059,,,,,,,,,,,,
25.75,10:55 AM,7899,541,4273.359,85.09448844,90.97262063,74.37821875,31.8,99.74503187,22.77,23.23,0.46,0.53,1.03,15.4,83.79135294,4.1,,871.4300706,,,,,,,,,,,,
25.25,10:56 AM,7857,583,4580.631,85.61060813,89.73101969,74.11071875,31.47,82.94600675,28,28,0,0.54,1.04,15.6,89.81629412,4,,934.0894588,,,,,,,,,,,,
25.5,10:57 AM,8001,558,4464.558,85,88.2,75,31.94,100,21,21.21,0.21,0.5,1,15.6,87.54035294,2.5,,875.4035294,,,,,,,,,,,,
24.75,10:58 AM,7934,626,4966.684,84.5029375,91.25092125,74.5854375,30.42,90.90788651,44,42.68,1.32,0.52,1.02,15,97.38596078,2,,964.1210118,,,,,,,,,,,,
24.25,10:59 AM,7838,579,4538.202,82.93211438,87.78187688,73.9723125,31.15,89.79627547,33.99,32.67,1.32,0.54,1.04,15.8,88.98435294,4,,934.3357059,,,,,,,,,,,,
24.5,11:00 AM,7983,558,4454.514,83.17400875,90.75942063,74.8926875,30.47,81.99550056,42.57,42.14,0.43,0.5,1,15.3,87.34341176,1.4,,873.4341176,,,,,,,,,,,,
25.75,11:01 AM,7984,562,4487.008,85.730315,88.972785,74.9015,30.28,99.95750531,45.54,46,0.46,0.5,1,15.2,87.98054902,1.6,,906.1996549,,,,,,,,,,,,
24.5,11:02 AM,7911,616,4873.176,82.64039875,91.05673875,74.4381875,31.78,95.8200225,22.54,22.31,0.23,0.52,1.02,15.7,95.55247059,4.9,,1003.300941,,,,,,,,,,,,
24.25,11:03 AM,7982,587,4685.434,86.56057875,90.75058313,74.8858125,31.75,98.95488064,24.24,24.72,0.48,0.5,1,15.7,91.8712549,2.8,,955.461051,,,,,,,,,,,,
25.25,11:04 AM,7811,500,3905.5,81.91663813,90.23968688,73.82465625,31.05,90.73878265,34.68,34.34,0.34,0.55,1.05,15.1,76.57843137,3.3,,788.7578431,,,,,,,,,,,,
24.25,11:05 AM,7871,583,4588.793,84.86061031,87.16098563,74.18165625,30.08,86.88626422,49.98,49.49,0.49,0.53,1.03,15.6,89.97633333,2.5,,908.7609667,,,,,,,,,,,,
24.75,11:06 AM,7889,514,4054.946,82.48075063,87.31276313,74.30278125,30.22,92.81802275,48.41,47.94,0.47,0.53,1.03,15,79.5087451,3.4,,779.185702,,,,,,,,,,,,
24.75,11:07 AM,7960,531,4226.76,83.004775,91.467225,74.74875,31.86,86.96412948,22.66,22.66,0,0.51,1.01,15.8,82.87764706,1.6,,795.6254118,,,,,,,,,,,,
25,11:08 AM,7834,546,4277.364,83.755,88.65125,73.9625,30.63,85.87476565,41,40.18,0.82,0.54,1.04,15.6,83.86988235,2.7,,830.3118353,,,,,,,,,,,,
24.25,11:09 AM,7879,520,4097.08,85.76277938,87.22542063,74.23240625,31.78,95.7560305,22.54,22.31,0.23,0.53,1.03,15.1,80.33490196,2.7,,835.4829804,,,,,,,,,,,,
24.25,11:10 AM,7835,638,4998.73,85.42197188,89.53034531,73.95328125,31.13,86.85476815,32.01,32.67,0.66,0.54,1.04,15.2,98.01431373,5,,950.7388431,,,,,,,,,,,,
25.5,11:11 AM,7970,501,3992.97,84.776875,87.9629625,74.814375,31.93,98.9263842,21,21,0,0.51,1.01,16,78.29352941,1,,751.6178824,,,,,,,,,,,,
25.75,11:12 AM,7877,512,4033.024,83.24814094,87.23191313,74.24278125,30.66,83.93800775,38.8,38.8,0,0.53,1.03,15.1,79.07890196,3.7,,751.2495686,,,,,,,,,,,,
24.5,11:13 AM,7826,559,4374.734,85.3578075,86.8038675,73.901625,30.94,80.97812773,35.64,36,0.36,0.54,1.04,15.1,85.77909804,1.6,,892.1026196,,,,,,,,,,,,
24.75,11:14 AM,7917,623,4932.291,82.68740813,88.42980094,74.47865625,30.16,93.85301837,48.96,48.96,0,0.52,1.02,15.2,96.71158824,1.6,,918.7600882,,,,,,,,,,,,
24.25,11:15 AM,7971,603,4806.513,86.47537688,90.65927281,74.81603125,31.08,88.96625422,33.66,32.98,0.68,0.51,1.01,15,94.24535294,4.5,,942.4535294,,,,,,,,,,,,
25.25,11:16 AM,7838,607,4757.666,82.11426125,89.57570063,73.9925625,30.52,85.87776528,41.16,41.16,0,0.54,1.04,15.4,93.28756863,1.4,,942.2044431,,,,,,,,,,,,
25.5,11:17 AM,7924,630,4992.12,82.746055,90.2811225,74.52975,30.67,89.90376203,41.2,38.8,2.4,0.52,1.02,15.6,97.88470588,1.1,,939.6931765,,,,,,,,,,,,
25.75,11:18 AM,7972,536,4272.992,86.4884775,91.5706275,74.827625,30.37,87.97100362,44.88,45.32,0.44,0.51,1.01,15.3,83.78415686,3.8,,879.7336471,,,,,,,,,,,,
24.25,11:19 AM,7928,531,4209.768,83.6087175,90.3023325,74.54325,31.37,86.93613298,29.87,28.71,1.16,0.52,1.02,15.7,82.54447059,2,,841.9536,,,,,,,,,,,,
24.75,11:20 AM,7989,526,4202.214,84.06798469,89.91028125,74.93090625,30.25,90.98350206,46.46,45.08,1.38,0.5,1,15.1,82.39635294,3.2,,832.2031647,,,,,,,,,,,,
24.75,11:21 AM,7846,517,4056.382,83.00178563,90.51881625,74.0326875,31.96,80.98062742,21.42,20.79,0.63,0.54,1.04,16,79.53690196,2.2,,771.507949,,,,,,,,,,,,
24.25,11:22 AM,7967,635,5059.045,83.90191219,87.93420563,74.79065625,30.03,80.99575053,50,50,0,0.51,1.01,15.8,99.19696078,3.7,,1011.809,,,,,,,,,,,,
